sts12,sts13,sts14,sts15,sts16,stsb,sick,avg,best-step,best-stsb
55.31715610877063,68.50074652977028,60.19810137024044,69.18645778837853,69.93691718215933,67.18797858489293,57.962060201966814,65.75961317236164,11766,71.50215693808201
54.56675383613052,67.532181523254,61.89861472461505,69.11305719334618,70.96425297188574,68.87855537389959,64.19982453117885,63.44702341242778,13766,72.70585692841588
61.73022438120934,73.71152167199412,64.83327137827732,69.52365224498266,70.28981044039983,69.26726158757754,62.923489511558216,68.4233259159617,6516,73.7433572282118
58.3784658628901,71.05858900882255,63.12209553950941,72.95100768198185,70.98013708300576,67.05471751776975,60.45944905373817,67.5811387872563,10016,70.1130568749153
58.87215196659957,72.42878838701924,62.15549934529927,68.24929424700173,69.81129767592765,64.10738417472282,61.465331004215614,68.23064546785271,8266,70.40860637283853
56.14859706261295,69.54303892224405,64.7605626171469,74.03662045396473,68.18817565650289,64.97484555943132,62.00557685922464,66.96673313671232,7766,72.71375834510161
56.735656249677824,74.49302646438295,66.56791465711751,71.66360405593275,72.87543757294446,68.62603144259901,63.3414394914951,69.61805230168353,11766,74.28804500980297
53.82312706235852,69.77484340824196,63.19869829710861,68.0961185971251,67.2621101832548,65.61650952757955,61.62595484999064,62.968006778323854,4266,67.52598565413665
61.32532199236928,73.58989687035742,63.77019248463591,71.83178989281615,67.23426162337365,69.18288097850228,59.47003818520971,69.03864161147857,11516,73.18619699069473
60.26851252451589,71.80309482950477,62.89400859622741,73.20058010200854,69.41855085095602,68.83857040870478,64.94744784164709,68.32401389467105,4766,74.87674931979842
58.96983998252021,70.07632721480837,65.07599338040714,70.69220904238625,71.60634228325443,68.87321176027444,60.28591055660049,68.92494248721263,10016,75.63863776007017
58.55467091291084,71.42117425346238,63.52700293700745,70.3178615347505,69.53643470520709,67.5960402225623,61.844908685175504,64.0006879583852,10266,70.72061822404737
56.2757043337017,68.01149676858847,65.62117489650079,69.99612720231792,66.69142458527062,62.90734103785734,62.90977799368561,67.85787625080279,6766,74.06100570266176
56.12189134169388,68.67579295188713,64.47382687755533,72.43879513421403,68.98759482337431,67.83854084255827,57.82424663439768,68.30193334500039,11766,73.87570944842147
58.01475840188903,74.99472136626585,66.33099132664695,72.6427161404653,68.27984128736288,70.83811234677184,62.68519019657433,70.04645512372232,12016,73.99287933430128
55.55192188045571,70.52482444738676,63.99431022568782,72.47197095602668,68.20747418212984,66.62435426690841,64.9053063940083,64.40556880148992,10016,73.00247100717927
57.51610843838576,70.98330150182636,61.60472986671131,72.17577982740411,70.94657810478007,64.93430657043862,61.031724015775154,66.68947729779477,7516,73.735973419256
57.67769390506994,69.33377095255096,65.99553135482725,69.23990284860017,71.85625124064477,66.79135913225397,59.295034511550526,63.01265877148589,7766,71.5678513841309
