sts12,sts13,sts14,sts15,sts16,stsb,sick,avg,best-step,best-stsb
37.20245582498917,53.663460733135814,46.17881346132385,51.68681198131698,50.07150044236594,48.09667500442136,41.576142967853116,45.55384464138723,11750,53.037275686272025
39.62853463102305,52.66366480168516,45.52101583690444,50.76853370154256,51.813874917206476,47.09999113001225,44.71852967120593,45.48648744054841,13750,52.38521413096379
42.737445645478914,56.76476613200494,46.09944815228848,53.04150528240636,50.32494454343009,51.44125770564418,46.30502950213269,49.733347419350906,6500,56.82498742527425
39.81602955525662,53.71045271028564,42.991905685677736,50.65403338283319,52.14299330523231,48.64718039784145,42.69538930941781,48.3809501721064,10000,52.16984273749796
40.29020069162282,51.16274146184725,46.862905192546265,51.23363501492631,49.9652178207068,46.997219428147204,46.55443766869231,46.52292596877816,8250,53.82905392717078
38.714754007100375,52.42281030376936,45.96553236337767,54.14413568738198,52.4033733196454,49.97600366872961,43.053121505997,45.94463722857199,7750,52.56567585623963
41.85430009851539,56.82874132910536,45.64079983159169,54.83267866095746,54.58152760524598,49.16507127389008,42.280820235154465,48.36342268679597,11750,53.988938501580286
36.86037394980683,53.6581614129145,40.4337429498692,53.743267807631916,50.79312793610244,46.964876462359875,40.283878630207575,47.82699677675203,4250,51.66930139935673
43.557069140082305,53.60040166854984,47.13346733900254,55.936974899613375,52.38145846177076,49.98620921820028,41.63143059867846,47.83604515985327,11500,56.96793293712807
39.874925793772235,52.45966274792559,47.71407909351367,54.872892715427845,50.005162731926234,50.85037860530617,42.4864779701868,46.9167038482636,4750,53.645152443755315
39.56529236936571,51.448768405198415,45.37831872020378,55.65570644011122,51.892385194879104,51.26120091350344,42.18857653611684,50.374181472049926,10000,56.54251609936885
40.562168534782636,53.48867720473995,47.74790611271879,51.985190740883965,51.1559440965533,48.76359358118688,41.93872342123377,48.964471992015525,10250,53.39036558546887
37.33206664741605,52.0972248101793,45.376306765011165,53.363524431544285,51.04423988152336,45.81872463733058,45.348551427771895,46.50811500123119,6750,51.73953101034938
40.29117301451387,54.22402057864612,45.11289322372549,53.10574043201998,51.30532237850044,51.69950649014364,41.64840373610914,48.01670179558154,11750,54.0723482476928
