sts12,sts13,sts14,sts15,sts16,stsb,sick,avg,best-step,best-stsb
53.20245582498917,69.6634607331358,62.17881346132385,67.68681198131698,66.07150044236593,64.09667500442136,57.57614296785312,61.55384464138723,11766,69.03727568627203
55.62853463102305,68.66366480168516,61.52101583690444,66.76853370154257,67.81387491720648,63.09999113001225,60.71852967120593,61.48648744054841,13766,68.38521413096379
58.737445645478914,72.76476613200494,62.09944815228848,69.04150528240636,66.32494454343009,67.44125770564418,62.30502950213269,65.7333474193509,6516,72.82498742527426
55.81602955525662,69.71045271028564,58.991905685677736,66.65403338283319,68.14299330523231,64.64718039784145,58.69538930941781,64.3809501721064,10016,68.16984273749796
56.29020069162282,67.16274146184725,62.862905192546265,67.2336350149263,65.9652178207068,62.9972194281472,62.55443766869231,62.52292596877816,8266,69.82905392717078
54.714754007100375,68.42281030376935,61.96553236337767,70.14413568738198,68.4033733196454,65.97600366872962,59.053121505997,61.94463722857199,7766,68.56567585623964
57.85430009851539,72.82874132910536,61.64079983159169,70.83267866095747,70.58152760524598,65.16507127389008,58.28082023515447,64.36342268679597,11766,69.9889385015803
52.86037394980683,69.6581614129145,56.4337429498692,69.74326780763192,66.79312793610244,62.96487646235988,56.283878630207575,63.82699677675203,4266,67.66930139935673
59.55706914008231,69.60040166854984,63.13346733900254,71.93697489961338,68.38145846177076,65.98620921820029,57.63143059867846,63.83604515985327,11516,72.96793293712807
55.87492579377224,68.45966274792559,63.71407909351367,70.87289271542784,66.00516273192625,66.85037860530616,58.4864779701868,62.9167038482636,4766,69.64515244375532
55.56529236936571,67.44876840519842,61.37831872020378,71.65570644011122,67.8923851948791,67.26120091350344,58.18857653611684,66.37418147204993,10016,72.54251609936884
56.56216853478264,69.48867720473996,63.74790611271879,67.98519074088397,67.1559440965533,64.76359358118688,57.93872342123377,64.96447199201552,10266,69.39036558546887
53.33206664741605,68.0972248101793,61.376306765011165,69.36352443154428,67.04423988152337,61.81872463733058,61.348551427771895,62.50811500123119,6766,67.73953101034938
56.29117301451387,70.22402057864612,61.11289322372549,69.10574043201999,67.30532237850045,67.69950649014365,57.64840373610914,64.01670179558154,11766,70.0723482476928
57.93441376573112,70.29549874294918,65.43900414392854,71.34286932550785,68.09304902795364,65.1054401784203,61.40800546848831,66.2205673472138,12016,70.91568799539778
56.76265379991016,69.65158513176905,59.052275231204185,69.51396196615357,67.71843769309952,66.14014104554502,61.13287466073654,65.55615848405584,10016,68.59482636487078
55.26166772353419,67.88042868500719,63.4680525429193,70.71178624920373,69.39560319014413,65.10732749867242,59.62140278051531,62.39833124436026,7516,72.42962140077496
57.906855834413626,70.24583896707296,60.93278921169371,66.72618991674398,68.35029058470934,65.78821902210446,57.9685655172034,63.20319068717723,7766,68.18242369601774
54.556639767706216,72.57413630236252,64.18278296639045,68.49558085894833,68.28774636776191,65.74729828907189,58.60021500073388,63.35749440314508,11016,69.34340114420968
57.18781746456538,71.08086514613709,61.63560248944704,69.99816915829652,67.46565105021332,66.63332871591297,58.575320439657546,65.8903525261583,8016,73.67433115956194
59.01922846841974,71.42274873467787,64.56408525647268,68.97972170623359,69.7581019540834,65.45445636091006,59.69968884000077,63.93502975428689,6266,72.25574295794961
52.951638591890166,68.07851015807546,57.30645332101101,67.39509935583663,65.86122593013212,65.24708577876845,61.37658729656332,61.713044567398,7016,69.42111834621616
57.79882954530576,69.09004614923678,62.98413922770814,70.50954074113048,66.7133674815556,67.27517301602347,61.306444967654606,65.09197857716913,10766,71.64687902539069
57.3387839351142,71.26369622732525,61.27355131758456,68.89064507539197,65.92975769811844,66.76639933392133,59.89820836447846,64.06849035473024,10766,71.49723093818011
59.031834878528734,67.21722045375333,63.718629954234046,69.22460123381374,64.67003539216236,66.64198049207965,59.401952660240646,62.0701078620384,7766,68.2234284358673
