sts12,sts13,sts14,sts15,sts16,stsb,sick,avg,best-step,best-stsb
60.93064130087082,76.28371341288397,66.55989713438446,73.27479523153563,72.66359496055007,68.62232799742134,64.08944028965088,68.07768630882885,7750,75.1154915680122
63.40596762469511,74.58078069703113,67.13787509216043,76.01591534127174,72.94579091616056,72.21950044927111,63.78441413667591,68.9187662530206,10000,76.22439612632267
62.189994955734775,73.41034388035828,66.54824646888348,73.30392422966706,71.72232401426547,69.65778211906351,65.08986158993179,69.6468838920065,11250,73.97353227369756
60.36451244664903,73.57284959336512,65.6029889179585,73.26138848006663,69.14423786250114,70.27721919507412,62.899855061207276,67.7275769634575,8250,75.6179663878982
61.308919003338175,73.3785827227951,65.29818445531973,73.74805691676036,71.67170610251937,68.47507769930303,60.554487279727056,67.32904586572718,5500,74.64629434083855
63.79432299711345,73.59441190598476,67.53015988772376,75.42844967167962,72.036655378352,71.67257410053581,63.58538294564262,68.08079688469887,11750,77.02914849024147
62.14705071652352,72.01406020664065,66.69985573545634,73.97715345379966,72.21844570485965,69.7161447435779,62.9608113694877,69.66388015262069,12750,73.02402233004676
61.845062626719105,74.48556158167658,63.72990078388785,72.46684165828881,70.57821907455146,68.34990285887359,62.29931307952093,66.80019494739982,7500,73.9370752836689
60.42834497773247,72.99681458070373,66.61352132452213,72.58454928674979,72.07445438129388,71.42762444060388,65.82297051724736,67.92006837666757,12000,75.75121625650401
62.804532843093114,74.04599416141556,66.45734028724179,75.5980558459114,71.06593669371519,71.72118187967718,63.00082067339941,67.98288601116033,9000,75.65030275388457
59.535840233808514,72.30520646969084,66.15849916188974,71.8958377291364,71.04533349886513,69.1785000089675,62.705003064014925,68.51919658804374,10500,74.0902464395272
59.22202577030586,73.96052618355222,62.53768171180819,70.52863886589977,69.74344457815383,69.91376746164394,60.899958076251615,65.94270492857434,3750,73.62006744914062
63.23570289679115,73.97706777779955,65.16498884601441,73.81334103090732,70.6571407651252,70.93721836597032,64.3651341582445,67.41209400295581,10500,74.88400618990724
64.05294240363244,73.55976320994033,66.6477547327667,72.36592693516934,71.35246741011488,68.26481344729586,62.40805054073329,68.28171444653937,3250,74.2742893061129
58.013924149353365,73.89770218283928,63.721499947411644,72.37268641296512,69.41157946975922,66.2606817777818,62.15088068396226,68.08386294307698,14000,71.37336996694306
61.37591183717046,72.18985576368141,66.66758806261087,72.06645139664494,71.13700308549578,69.44401334643614,61.760039635172475,67.19709824982414,4500,75.53146020823235
59.110339596119346,72.78494440553614,65.31237270943451,71.74895620264913,70.07997704522656,68.623339946832,63.20424808838459,66.21018225741659,11250,72.25233569329008
60.84266700101388,71.73261061971587,63.78316817918058,74.43952181399959,72.45349985679961,70.00614018159035,62.62483976672194,67.26351964863677,10500,74.19619823149438
59.59296170895638,75.29978722869055,68.34808464624506,72.54921118051385,73.51760543419365,67.6234958501972,65.05257449642947,67.85018943766661,8500,72.3812846319893
60.20794831984853,74.05919003296013,64.97291351154357,71.88174323338566,69.99467974011259,67.35261764659896,63.56277286328699,68.06485287912297,13000,73.90836908414474
62.266953772638004,70.68642654958924,64.70663004743666,72.08765686175563,68.78231661918393,70.49090682361079,64.97769594467394,68.23171156027111,8000,75.13048048516379
